label,device_type,flow_pkts_s,flow_byts_s,flow_duration_s,avg_pkt_len
Normal,camera,155.86,94925.16,4.305,586.98
Normal,camera,124.53,113562.63,3.207,739.75
DDoS,thermostat,398.77,104078.38,2.496,417.93
Normal,light,74.09,35208.01,1.146,570.57
DDoS,thermostat,469.95,128623.36,6.948,633.96
DDoS,thermostat,234.77,152105.48,4.311,326.3
DDoS,speaker,852.91,167923.5,5.023,342.74
DDoS,thermostat,364.89,169107.68,4.878,566.12
DDoS,thermostat,230.47,58499.02,1.251,323.41
Normal,light,39.81,32537.13,1.643,625.95
DDoS,thermostat,214.8,115514.24,5.375,685.36
Normal,light,87.97,24254.59,0.246,700.44
Normal,speaker,63.2,20109.09,1.802,652.58
Normal,speaker,57.12,32808.98,1.572,480.65
DDoS,camera,1109.12,239237.79,3.308,525.55
DDoS,speaker,626.11,258671.95,4.954,580.66
DDoS,thermostat,417.89,88685.25,5.803,596.67
Normal,camera,105.83,84779.37,0.591,640.61
Normal,thermostat,80.66,40764.41,0.229,608.55
Normal,speaker,64.24,23187.04,0.011,621.61
DDoS,thermostat,309.27,81959.73,6.849,636.63
DDoS,thermostat,435.49,91945.39,3.278,462.67
Normal,light,51.04,14313.69,2.408,498.43
Normal,camera,116.8,93905.82,5.291,643.78
Normal,camera,68.0,105056.94,5.791,624.41
Normal,camera,152.02,108676.99,4.777,824.53
DDoS,camera,760.92,739461.72,7.152,625.44
Normal,camera,146.97,113929.48,2.943,814.86
Normal,camera,147.26,89139.25,3.004,590.71
Normal,light,61.15,36964.08,4.728,637.65
Normal,camera,140.67,96798.03,1.95,629.3
DDoS,thermostat,366.32,127187.79,5.767,505.79
Normal,speaker,94.64,39658.41,2.198,653.5
Normal,thermostat,84.46,18186.31,3.63,646.24
Normal,light,74.09,23145.85,0.937,641.99
DDoS,camera,886.42,383797.24,3.41,639.96
DDoS,camera,1029.33,100.0,4.098,331.16
DDoS,camera,920.37,289404.5,3.565,497.52
Normal,camera,115.44,93383.46,0.628,605.12
Normal,camera,114.98,109744.26,2.072,608.58
Normal,camera,130.22,82477.99,0.888,583.65
DDoS,camera,967.78,395101.83,3.752,435.09
Normal,camera,125.37,103946.29,4.683,633.62
Normal,thermostat,52.27,15236.03,1.286,504.67
DDoS,camera,1010.65,384352.89,5.841,518.52
DDoS,thermostat,384.54,122996.78,10.27,694.87
Normal,thermostat,70.41,28492.62,0.716,705.1
Normal,light,57.19,35028.77,0.306,572.26
Normal,camera,102.1,98714.88,1.06,719.25
DDoS,light,402.59,65870.7,2.292,577.77
DDoS,light,342.16,114118.77,4.843,516.42
Normal,camera,130.49,85967.2,3.058,575.28
Normal,speaker,54.51,37620.8,2.014,575.88
DDoS,speaker,452.97,90192.81,6.158,780.31
DDoS,camera,804.21,440443.25,4.109,511.05
Normal,camera,126.87,72763.77,3.724,459.61
Normal,speaker,60.32,39945.97,1.251,780.03
Normal,light,17.77,38307.76,2.03,505.75
Normal,camera,121.98,86913.41,0.838,617.44
DDoS,camera,1239.77,282099.72,4.643,549.79
DDoS,thermostat,424.61,113765.45,2.955,220.91
DDoS,thermostat,491.26,80322.36,1.923,561.13
Normal,light,56.79,30781.23,3.864,589.56
DDoS,thermostat,661.18,97281.72,8.11,491.03
Normal,thermostat,78.86,25335.09,1.306,677.97
Normal,light,47.67,100.0,0.763,627.88
Normal,camera,111.11,92861.64,3.82,700.82
Normal,camera,99.48,97322.82,3.537,657.32
DDoS,light,375.37,113108.18,11.122,610.3
Normal,speaker,63.24,48071.27,3.315,705.2
Normal,thermostat,55.98,31760.03,1.749,725.54
Normal,thermostat,63.9,44983.03,2.17,673.0
Normal,camera,123.2,74795.31,2.122,602.43
Normal,thermostat,51.55,9250.14,2.997,509.86
Normal,thermostat,82.58,25610.06,2.929,738.86
DDoS,camera,1003.12,606164.76,3.739,461.36
Normal,camera,114.68,81966.14,1.322,639.31
Normal,thermostat,44.47,36299.43,2.651,613.44
Normal,camera,124.51,110361.49,0.883,694.37
DDoS,thermostat,244.62,155525.69,7.656,346.88
Normal,camera,121.99,108617.25,3.048,601.74
Normal,thermostat,71.47,4988.02,4.951,631.45
Normal,camera,116.4,84198.37,4.078,640.89
Normal,speaker,83.66,36967.09,1.32,725.35
Normal,light,37.78,27688.68,2.226,766.43
DDoS,light,267.37,84626.69,14.383,496.04
Normal,light,59.89,18222.48,4.466,590.4
Normal,thermostat,66.17,20932.38,1.163,545.25
DDoS,camera,453.57,595024.97,9.255,480.75
DDoS,thermostat,468.04,63948.84,2.451,636.47
Normal,light,22.7,18878.63,1.434,665.6
Normal,light,33.16,15272.07,6.891,566.58
Normal,thermostat,70.8,19840.1,6.038,647.35
Normal,camera,120.33,96349.38,7.148,636.62
DDoS,camera,826.66,473533.61,2.802,593.99
DDoS,thermostat,365.53,82678.59,9.012,728.66
DDoS,light,369.96,36003.87,6.059,454.82
Normal,light,32.95,11415.4,7.17,626.29
Normal,thermostat,60.66,20406.66,2.281,689.14
Normal,speaker,84.75,55449.33,3.161,699.93
DDoS,light,232.52,58724.26,2.579,637.14
Normal,camera,134.48,83130.99,0.797,682.21
Normal,camera,100.81,75816.05,1.596,635.37
DDoS,camera,852.93,425152.62,10.192,365.82
DDoS,camera,1096.0,579355.57,2.595,561.09
DDoS,camera,511.04,168944.19,12.393,484.38
Normal,camera,111.94,87968.05,3.996,794.45
DDoS,camera,912.36,714947.18,8.634,148.22
DDoS,camera,565.57,588704.62,4.023,506.44
Normal,speaker,70.15,47000.45,3.643,596.66
Normal,camera,125.24,101201.08,1.863,664.29
Normal,thermostat,21.19,21642.49,2.271,660.98
DDoS,thermostat,528.36,146938.53,7.246,312.85
Normal,speaker,66.83,32076.51,4.274,620.12
Normal,camera,81.74,111327.54,3.559,646.61
Normal,thermostat,36.68,47282.12,2.466,592.3
DDoS,speaker,585.76,141983.58,5.93,721.27
Normal,speaker,80.53,39828.22,3.592,689.61
Normal,speaker,97.09,33474.1,3.96,619.35
Normal,camera,110.5,82172.8,2.296,858.14
DDoS,camera,1308.45,634864.7,19.332,556.36
Normal,light,33.22,20311.43,2.231,656.07
Normal,speaker,39.62,40557.16,1.665,632.73
DDoS,light,407.17,79814.81,5.038,465.77
Normal,light,75.66,17214.55,5.496,667.16
DDoS,camera,819.18,628181.25,3.618,584.32
Normal,light,60.37,18017.61,0.312,613.23
Normal,camera,98.73,83361.11,1.545,764.97
Normal,thermostat,58.94,36216.04,2.831,737.56
Normal,thermostat,84.73,47441.66,1.653,680.16
DDoS,thermostat,472.74,156847.2,2.465,604.99
Normal,camera,135.51,112671.39,2.522,597.16
DDoS,camera,891.38,435408.62,1.473,483.01
Normal,light,38.07,10261.25,1.337,781.41
Normal,camera,97.6,107674.84,1.913,744.18
Normal,light,81.68,100.0,0.795,586.94
DDoS,camera,611.49,462373.43,5.998,433.26
Normal,thermostat,16.49,13085.58,1.58,547.19
Normal,thermostat,53.73,14066.53,1.907,582.09
Normal,camera,93.83,88157.99,1.17,713.47
Normal,thermostat,52.78,32426.62,5.373,644.41
Normal,camera,104.05,94566.24,4.09,714.47
DDoS,camera,849.51,499136.64,5.354,536.03
Normal,speaker,88.51,25438.63,1.713,681.3
DDoS,thermostat,465.21,72688.0,9.982,547.55
Normal,speaker,60.51,75533.22,3.638,594.8
DDoS,camera,816.06,471575.62,10.237,533.44
DDoS,light,278.01,82133.22,9.618,575.53
Normal,light,70.11,24569.25,0.705,708.75
DDoS,light,430.22,91537.47,6.458,490.97
Normal,thermostat,43.77,34090.35,4.937,581.08
DDoS,thermostat,430.53,115933.51,6.539,756.33
DDoS,thermostat,340.67,73868.08,1.752,548.55
Normal,speaker,69.91,21684.69,0.453,898.27
Normal,speaker,70.26,33757.8,0.752,535.62
Normal,speaker,46.58,32561.98,2.202,591.27
Normal,camera,135.64,74614.63,0.93,539.55
Normal,light,53.24,24302.03,2.0,652.82
Normal,speaker,71.82,26403.27,1.456,563.58
Normal,camera,103.76,98539.46,2.875,620.66
DDoS,camera,772.05,670346.73,2.705,276.81
Normal,light,34.69,18319.24,5.014,643.37
Normal,light,48.68,25319.42,2.077,622.64
Normal,speaker,74.6,19527.51,3.845,647.0
Normal,camera,114.63,94172.08,0.209,645.45
Normal,light,66.55,12485.35,6.051,435.55
Normal,camera,119.61,81436.45,1.588,684.19
DDoS,camera,953.89,396156.36,1.683,375.08
DDoS,camera,714.38,326804.01,0.888,396.1
Normal,speaker,101.58,58836.93,0.722,734.2
DDoS,light,362.66,102600.18,2.846,338.8
Normal,thermostat,101.46,30198.09,2.401,592.53
DDoS,thermostat,294.43,118534.25,3.105,690.87
DDoS,speaker,531.89,214007.72,3.221,631.34
Normal,thermostat,60.3,29035.88,1.842,611.59
Normal,speaker,74.05,28008.75,6.359,617.18
Normal,thermostat,43.72,27165.62,2.965,753.83
Normal,thermostat,52.93,22456.61,4.685,588.53
DDoS,thermostat,483.91,175371.35,12.456,534.96
Normal,thermostat,69.44,35913.4,3.221,800.26
DDoS,light,260.86,49837.58,4.217,703.96
DDoS,thermostat,286.63,66936.42,4.071,638.91
Normal,camera,95.54,79012.41,1.225,676.9
DDoS,speaker,439.41,207052.55,7.342,712.49
DDoS,thermostat,351.93,62181.0,7.868,687.41
DDoS,thermostat,501.29,156330.81,9.29,582.98
DDoS,speaker,562.18,226167.85,4.905,675.55
DDoS,light,139.26,110560.69,3.681,748.67
Normal,camera,143.52,103617.22,3.429,690.68
DDoS,speaker,374.02,181149.21,1.74,535.1
Normal,light,21.3,37259.21,5.195,649.67
DDoS,thermostat,362.15,143986.15,2.997,691.26
DDoS,camera,749.31,453126.67,2.816,559.44
Normal,light,35.57,5854.15,5.282,615.76
Normal,light,56.11,30999.14,1.501,574.58
Normal,thermostat,35.03,19082.52,2.547,627.0
Normal,speaker,75.25,45408.73,0.481,851.87
Normal,light,42.48,10636.43,2.643,598.53
DDoS,camera,601.03,464638.43,2.92,390.67
DDoS,thermostat,391.54,95691.73,5.298,498.01
DDoS,camera,983.27,824757.1,5.897,409.93
Normal,light,61.08,14477.54,5.881,681.3
DDoS,camera,804.04,310148.66,14.423,301.0
DDoS,light,325.17,49346.62,0.425,696.49
Normal,light,93.52,22420.22,4.91,664.38
Normal,speaker,89.37,33081.71,1.523,482.17
Normal,thermostat,90.19,100.0,3.623,707.42
DDoS,speaker,522.93,154522.18,1.305,772.45
Normal,camera,125.34,110142.89,0.23,594.8
DDoS,speaker,379.92,211161.32,3.003,617.78
Normal,camera,150.96,82458.69,2.702,589.7
DDoS,thermostat,474.93,163808.63,5.372,69.11
Normal,light,18.5,43261.04,0.256,585.99
Normal,camera,78.4,93347.74,1.335,528.47
Normal,camera,159.04,90935.25,5.562,690.56
Normal,light,72.51,19015.29,7.583,600.27
DDoS,light,435.2,76489.04,3.014,398.37
Normal,light,20.01,10165.18,6.106,678.61
DDoS,light,180.44,134634.78,6.028,609.96
Normal,thermostat,57.09,8245.68,2.525,740.98
Normal,camera,142.82,93516.11,3.814,516.29
Normal,thermostat,82.11,35877.1,2.705,628.56
Normal,camera,115.72,77960.38,1.867,545.96
DDoS,speaker,640.13,216518.07,3.537,527.77
Normal,light,35.0,24384.27,0.989,845.66
DDoS,thermostat,403.33,163407.35,5.061,584.13
DDoS,thermostat,287.64,130392.06,4.28,505.91
Normal,speaker,88.22,24140.58,2.118,758.4
Normal,camera,126.0,70132.33,3.972,767.96
DDoS,light,337.26,79241.06,9.644,426.56
DDoS,thermostat,464.69,134698.01,4.537,618.16
DDoS,light,329.59,87211.24,1.89,505.53
Normal,camera,120.15,77005.91,0.318,708.17
DDoS,speaker,469.4,233710.5,4.073,713.07
Normal,speaker,68.05,24892.45,2.349,601.07
DDoS,light,365.6,39731.31,5.642,459.94
DDoS,light,444.91,109566.18,1.183,700.62
Normal,speaker,83.98,38836.07,2.056,582.66
Normal,light,7.68,8876.59,0.582,608.96
Normal,camera,111.13,90866.99,1.562,702.02
Normal,light,25.38,7498.9,4.609,627.26
DDoS,light,441.99,108593.22,6.754,342.19
Normal,thermostat,69.03,42143.71,1.564,560.54
Normal,light,61.44,38169.19,2.496,592.83
Normal,speaker,58.43,37070.74,13.052,648.22
DDoS,speaker,571.38,280012.62,4.648,385.91
Normal,thermostat,78.5,21472.55,2.909,732.64
Normal,camera,93.8,62601.14,2.109,665.32
Normal,speaker,89.7,29502.09,5.66,631.02
DDoS,speaker,663.77,153045.32,4.417,682.91
DDoS,camera,1031.49,293374.41,5.118,512.01
Normal,speaker,30.51,39042.84,3.482,644.29
Normal,speaker,94.75,27572.12,3.403,621.49
Normal,thermostat,29.5,22662.52,1.954,569.62
Normal,light,51.59,24655.97,0.707,653.24
Normal,thermostat,75.22,23552.28,1.882,779.29
DDoS,camera,620.08,117045.07,2.799,473.5
Normal,thermostat,55.06,21025.13,3.081,555.98
DDoS,speaker,433.94,138384.47,14.056,490.88
Normal,camera,171.61,96519.08,0.379,647.37
DDoS,thermostat,370.74,168086.5,4.879,503.8
DDoS,thermostat,342.49,80849.66,5.143,569.71
Normal,thermostat,65.02,31115.99,4.911,660.72
Normal,speaker,62.77,29037.49,2.646,551.93
Normal,thermostat,68.7,35019.01,0.692,618.06
Normal,thermostat,78.14,20488.86,3.041,574.54
Normal,light,26.49,24838.82,4.574,598.71
Normal,thermostat,93.18,36815.11,4.365,677.44
DDoS,camera,700.24,452897.84,1.273,589.27
Normal,thermostat,30.98,15100.47,0.821,446.91
DDoS,camera,1156.11,175620.03,4.147,686.18
Normal,camera,127.93,80002.3,5.184,572.37
DDoS,thermostat,549.65,133296.82,0.858,529.35
Normal,thermostat,90.88,29620.66,0.068,680.51
DDoS,speaker,530.56,164304.79,3.315,440.4
Normal,thermostat,32.5,27441.78,0.642,436.59
Normal,light,62.67,17362.08,0.659,701.42
Normal,light,59.41,18928.36,4.648,653.35
Normal,camera,106.06,103509.08,2.746,608.2
Normal,light,15.98,13126.18,1.078,707.78
Normal,camera,124.14,78590.94,2.335,743.99
Normal,speaker,37.42,31066.46,2.42,524.72
DDoS,camera,1398.53,524056.25,2.978,442.42
Normal,thermostat,76.94,25227.99,1.62,706.01
Normal,camera,145.57,95972.76,1.609,727.29
DDoS,speaker,591.32,111854.91,16.278,412.04
Normal,thermostat,48.55,8804.2,3.829,754.45
Normal,light,30.73,14856.66,0.156,546.56
Normal,camera,147.07,110148.3,3.995,676.31
DDoS,light,356.8,115041.84,1.847,664.06
DDoS,camera,803.64,484483.25,10.929,450.76
DDoS,speaker,345.87,141174.33,5.011,417.88
Normal,camera,130.01,99112.51,1.264,706.38
DDoS,camera,1014.86,492338.36,1.244,436.16
Normal,camera,119.63,91575.23,4.022,750.71
Normal,thermostat,61.89,15313.41,2.39,529.68
Normal,light,30.93,13699.34,5.421,697.05
Normal,camera,93.79,89912.93,1.944,633.66
Normal,light,59.4,24266.18,6.372,519.18
Normal,thermostat,41.63,23201.46,5.332,550.98
Normal,thermostat,52.23,42953.97,5.096,658.9
Normal,thermostat,53.45,30900.88,4.289,667.23
DDoS,thermostat,402.08,77195.66,6.707,633.46
Normal,light,43.41,21420.42,1.952,496.71
DDoS,camera,617.62,469747.21,9.929,394.85
Normal,camera,127.38,85404.01,3.438,717.46
DDoS,speaker,403.59,120266.54,1.745,564.08
Normal,speaker,107.06,30768.88,4.118,599.96
Normal,thermostat,69.08,19828.48,0.113,744.25
Normal,camera,97.52,98402.52,1.075,810.69
Normal,light,68.5,27621.83,6.895,702.98
DDoS,thermostat,425.53,75866.05,2.01,793.88
Normal,camera,81.35,86042.42,0.289,580.27
Normal,camera,91.96,90047.86,5.322,644.45
DDoS,light,356.6,145360.07,5.653,468.89
DDoS,light,384.24,74529.81,7.058,552.55
Normal,camera,134.15,96078.41,1.429,663.91
Normal,camera,124.02,85735.03,3.862,654.96
Normal,camera,93.81,95778.09,6.605,710.71
Normal,light,51.96,21721.04,2.091,601.74
Normal,camera,92.28,89923.99,0.216,748.45
DDoS,camera,758.44,632275.07,1.965,690.61
Normal,light,63.86,23351.37,1.499,756.81
Normal,camera,108.23,79345.45,3.151,667.54
Normal,light,27.79,17130.27,2.209,605.86
DDoS,camera,865.8,621244.08,5.235,477.2
DDoS,camera,1177.45,874115.47,5.113,440.43
Normal,camera,115.04,84884.09,1.987,692.56
DDoS,light,506.84,114654.19,1.026,434.92
Normal,speaker,92.17,45228.9,5.475,759.98
Normal,speaker,36.05,33927.97,5.331,605.88
Normal,thermostat,61.2,35757.1,3.985,600.95
Normal,light,27.29,8728.36,0.273,663.6
Normal,camera,141.11,88413.96,4.998,665.01
DDoS,camera,899.04,276576.5,13.645,463.5
Normal,speaker,48.93,29580.49,1.047,660.21
DDoS,camera,740.26,262223.54,8.567,712.24
Normal,camera,104.34,93907.27,1.374,618.39
Normal,camera,104.43,97728.78,2.966,643.82
Normal,camera,107.23,99798.65,3.954,597.77
Normal,camera,131.03,112762.66,7.191,685.28
Normal,light,62.59,13818.2,3.488,499.79
Normal,thermostat,83.37,22056.31,3.91,715.87
Normal,speaker,94.74,15820.24,2.182,574.83
Normal,speaker,67.68,34140.97,1.149,661.45
DDoS,thermostat,392.66,189746.72,7.608,500.52
Normal,camera,129.78,95662.44,1.829,623.79
Normal,thermostat,75.13,16293.51,4.393,577.31
Normal,light,49.16,17459.47,1.432,541.56
DDoS,camera,834.44,306866.68,10.409,408.1
DDoS,light,274.81,91351.77,2.894,537.85
Normal,thermostat,39.98,32352.48,1.532,724.94
Normal,light,39.95,25004.54,4.225,703.59
Normal,thermostat,53.97,19843.37,3.193,807.46
DDoS,camera,877.41,187111.41,5.816,612.73
DDoS,speaker,267.55,172895.54,3.691,404.52
Normal,light,38.43,1118.27,1.584,642.19
Normal,camera,103.96,91133.13,1.385,753.21
Normal,speaker,61.08,33088.06,7.793,636.77
DDoS,thermostat,495.15,94623.27,4.693,236.96
Normal,speaker,92.21,25005.64,1.205,500.68
Normal,light,54.05,20763.27,1.882,814.2
Normal,thermostat,49.21,27076.81,5.902,636.39
DDoS,camera,1006.91,418520.43,5.875,635.51
DDoS,camera,770.75,362516.99,2.549,530.21
DDoS,thermostat,470.28,79998.04,7.739,777.73
Normal,light,29.46,15020.99,3.148,632.98
DDoS,camera,982.72,483704.83,3.518,530.87
Normal,camera,125.89,82237.96,1.469,534.82
Normal,speaker,43.41,30174.94,0.802,547.9
Normal,speaker,71.09,51908.55,3.721,607.6
DDoS,thermostat,359.19,76334.28,4.284,392.97
Normal,camera,89.26,116210.77,1.057,637.05
DDoS,camera,749.64,408653.3,4.749,452.24
DDoS,camera,1159.36,299286.85,5.336,538.63
Normal,speaker,81.18,39662.08,1.242,661.55
Normal,camera,130.68,68661.57,2.069,639.26
Normal,light,36.32,100.0,3.03,624.76
Normal,camera,119.79,101233.84,4.117,659.88
Normal,light,36.13,16426.72,7.03,701.24
Normal,light,41.31,4107.44,3.625,568.56
DDoS,speaker,499.49,190874.79,7.035,464.77
DDoS,camera,838.91,386176.51,1.215,586.25
Normal,camera,94.3,75993.79,2.684,627.25
Normal,camera,137.77,88936.73,2.506,608.01
Normal,speaker,86.27,26362.56,3.955,569.35
DDoS,speaker,626.53,176148.1,4.334,453.13
DDoS,light,185.83,108108.12,11.133,408.83
Normal,light,22.6,9199.3,1.178,592.04
Normal,light,37.87,12851.08,4.283,703.75
DDoS,camera,771.68,616848.05,6.008,329.1
Normal,speaker,81.69,37867.74,2.027,646.72
Normal,thermostat,60.16,24907.5,0.896,533.9
Normal,thermostat,74.71,21066.5,2.366,621.34
Normal,thermostat,37.94,19782.15,3.682,622.0
Normal,camera,132.47,71049.82,1.758,598.93
DDoS,camera,1003.95,289845.17,10.735,514.15
DDoS,light,287.94,67646.14,2.238,465.81
Normal,camera,118.07,109353.36,1.376,654.8
DDoS,light,343.39,129834.93,7.399,375.09
Normal,camera,103.54,125634.11,6.554,586.27
DDoS,thermostat,625.83,129373.08,4.026,658.62
Normal,camera,112.67,85837.63,4.558,679.21
DDoS,thermostat,461.85,212401.08,8.615,419.29
DDoS,light,191.18,134846.98,4.559,578.68
Normal,camera,120.39,88402.69,4.9,719.04
DDoS,light,275.84,89179.51,2.55,514.65
DDoS,thermostat,368.85,120005.9,1.901,326.76
DDoS,light,332.8,48713.36,12.856,507.67
Normal,speaker,101.75,31943.53,8.277,654.0
DDoS,light,359.26,79673.98,1.313,495.88
DDoS,camera,1168.54,378090.55,0.573,625.67
Normal,camera,84.1,106626.9,6.165,540.7
DDoS,camera,887.79,284260.15,7.013,614.69
Normal,light,71.89,25815.97,3.533,699.31
Normal,camera,118.89,87684.49,2.248,644.72
Normal,thermostat,70.04,5532.15,2.287,660.52
Normal,light,46.97,9040.42,1.226,585.64
Normal,thermostat,72.95,30922.45,5.099,666.12
Normal,light,43.61,19706.7,7.262,716.3
DDoS,camera,308.55,429814.38,8.782,508.81
Normal,camera,121.1,82849.11,1.913,487.74
Normal,light,17.27,11713.88,2.16,690.44
Normal,thermostat,72.66,18882.52,0.91,710.32
Normal,light,110.68,27399.65,2.018,719.52
DDoS,thermostat,593.31,109724.45,0.284,413.28
DDoS,camera,546.23,419348.18,2.074,513.79
DDoS,speaker,389.65,251159.74,13.176,729.31
Normal,light,15.85,42484.16,1.796,635.21
Normal,light,48.88,1290.64,7.083,770.42
Normal,camera,143.86,86625.45,3.142,648.8
Normal,light,36.21,19755.35,4.811,682.97
Normal,thermostat,31.34,51299.66,0.839,667.61
DDoS,camera,816.91,575254.9,2.566,468.08
Normal,speaker,86.74,31771.51,5.487,758.94
DDoS,camera,1232.46,496517.99,4.815,456.14
Normal,speaker,89.03,43676.84,2.214,675.51
Normal,thermostat,63.8,24211.25,2.49,573.79
Normal,camera,142.82,73633.58,3.357,595.54
Normal,thermostat,67.39,28751.11,0.653,560.44
DDoS,speaker,393.18,229618.8,5.794,729.78
Normal,light,43.36,26920.36,2.515,789.24
Normal,speaker,55.75,27396.32,0.182,778.56
DDoS,light,412.94,121542.67,3.966,476.53
Normal,light,40.79,14147.05,1.821,667.82
Normal,speaker,65.52,55519.3,0.789,681.4
Normal,camera,121.93,96570.48,0.89,751.08
Normal,thermostat,65.49,26806.28,5.727,693.88
DDoS,camera,875.26,238619.78,5.83,387.98
DDoS,speaker,604.54,206217.54,1.491,502.0
DDoS,speaker,387.99,141439.04,5.602,563.0
Normal,camera,97.41,81040.06,2.511,721.98
Normal,light,81.29,3955.4,0.523,560.39
DDoS,speaker,304.65,215312.39,3.315,399.17
Normal,camera,134.37,92676.24,2.52,538.0
Normal,light,26.77,27726.43,4.802,668.54
Normal,speaker,71.19,38496.49,3.188,662.37
Normal,camera,146.46,98822.9,2.921,698.01
Normal,light,19.54,2186.4,0.196,715.4
DDoS,camera,1035.73,570144.99,2.417,669.29
DDoS,speaker,386.39,184543.26,4.745,493.27
Normal,speaker,75.39,41992.77,0.38,730.08
Normal,speaker,48.39,25748.01,1.884,729.52
Normal,thermostat,92.13,11314.65,1.744,523.42
DDoS,speaker,724.82,203490.75,1.09,307.66
Normal,speaker,65.83,30250.04,0.421,701.53
DDoS,thermostat,682.16,168163.43,4.473,531.69
Normal,speaker,69.81,25015.15,0.933,624.38
